Job Title,Resume
Master Mariner,"Professional Profile
Seasoned and dedicated Master Mariner with over 18 years of experience commanding ocean-going vessels on international routes. Demonstrated excellence in ensuring operational safety, crew leadership, and regulatory compliance across challenging marine environments. Highly skilled in advanced navigation, voyage planning, and emergency response, with a track record of maintaining a strong safety culture on board.

Core Competencies
Maritime Operations: Vessel command, route planning, emergency procedures
Advanced Navigation: ECDIS, radar systems, GPS, and manual steering in diverse weather
Crew & Safety Management: Training, safety drills, compliance with international regulations
Logistics & Cargo Handling: Optimizing loading processes, stability monitoring, cargo inspections
Regulatory Compliance: Deep understanding of SOLAS, MARPOL, ISM, and STCW standards
Professional Experience
Master Mariner / Vessel Captain
Blue Horizon Shipping LLC – Houston, TX
March 2018 – Present

Command a 180,000 DWT bulk carrier on long-haul routes, coordinating voyage plans, port procedures, and crew operations.
Ensure full compliance with international maritime laws, regularly liaising with port authorities and inspection agencies to uphold vessel standards.
Conduct comprehensive safety drills and onboard training, achieving a 100% incident-free record over three consecutive years.
Spearhead cargo management to maximize efficiency and stability, reducing loading and unloading times by 12%.
Chief Mate / Senior Officer
Oceanic Cargo Solutions – Seattle, WA
June 2013 – February 2018

Oversaw deck and cargo operations on a 120,000 DWT container ship, including crew supervision, safety checks, and stability assessments.
Managed regular maintenance schedules for safety-critical equipment and lifesaving systems, ensuring the vessel's optimal operational status.
Led safety drills and responded to onboard incidents with quick decision-making, enhancing crew readiness for emergencies.
Second Officer / Navigation Specialist
TransAtlantic Maritime Co. – Miami, FL
September 2008 – May 2013

Monitored and maintained safe navigation practices, handling radar, AIS, and ECDIS to chart precise courses and avoid hazards.
Conducted daily stability checks, ballast management, and cargo monitoring, developing expertise in load handling.
Supported the captain with voyage reporting, ensuring adherence to maritime safety and security standards.
Education & Certifications
Bachelor of Science in Maritime Studies
Texas A&M University – Galveston, TX
Graduated: 2008

Certifications
Master Mariner License – USCG, 2018
STCW Advanced Training (Standards of Training, Certification, and Watchkeeping) – 2016
Global Maritime Distress and Safety System (GMDSS) – 2014
Hazardous Materials Handling – American Maritime Institute, 2015
Key Accomplishments
Operational Efficiency: Improved vessel turnaround times by implementing streamlined cargo handling and port coordination strategies, leading to a 15% increase in operational efficiency.
Safety Record: Maintained a spotless safety record over 18 years through proactive risk management, advanced safety drills, and effective emergency response leadership.
Leadership in Crisis: Successfully navigated a severe storm in the South Pacific, ensuring vessel safety and crew morale, garnering recognition from the company for exceptional crisis leadership.
Technical Skills
Navigation Systems: ECDIS, radar, AIS, GPS
Fleet Management Software: ShipManager, FleetXpress
Safety Equipment Proficiency: Firefighting systems, lifeboat operations, emergency drills
Languages
English: Native
French: Conversational"
Materials Controller,"Work Experience
Material Controller
02/2017 - PRESENT
San Francisco, CA
Experience in Receiving/Scheduling
Responsible for facility safety and security
Develops methods and improves procedures for storage and issuing property
Plans use of storage facilities
Prepares statements of facts surrounding property loss, damage, or destruction through causes other than fair wear and tear
Establishes property locator system
Issues, ships, delivers or transfers property from issue, shipping, or transfer destination points through coordination with customers
Controls issue of classified sensitive, and controlled items, obtaining custody or document receipts
Material Controller Value Stream Structures
09/2010 - 11/2016
Philadelphia, PA
Complies data for storage and occupancy planning reports
Pulls, issues, and bins bench stock property
Plans and schedules materiel storage and distribution activities
Ensures availability, and controls use of space, materiel handling equipment, and required spare parts
Establishes fire prevention and safety standards, and ensures compliance
Determines requirements for storage, including those for classified, sensitive, radioactive, hazardous, mobility readiness spares packages and flammable property
Ensures protection of personnel
Prevents deterioration, contamination, and destruction of property
Controls stock rotation to prevent deterioration and permit maximum use of dated and technical order compliance assets
Material Controller LIC / Sequence
03/2008 - 03/2010
San Francisco, CA
Coordinates with customers regarding priority of deliveries and destination points
Establishes controls to deliver expedited requests within prescribed time limits
Maintains assigned unit vehicles
Sa fie TR/TO –urile inchise , urmareste in detaliu colaboreaza cu echipa pentru
Colaborare cu toate CFT-urile ( din CK) pentru analiza si solutionarea stocurilor negative
Se asigura ca la Xray sarcinile zilnice sunt executate corespunzator
Se asigura ca materialele MSL sunt gestionate corespunzator
Education
Florida International University
2004 - 2008
Bachelor's Degree in Logistics
Professional Skills
Demonstrates computer skills including the ability to use a computer’s scroll bars, mouse, and dialog boxes to work within the operating system
Proven strong experience in supply chain either purchasing, material control or planning, ideally in a similar environment
Have a strong planning and organisational skills
Strong math and analytical skills to solve problems
Excellent written and oral communication, interpersonal, organisational and presentation skills
Good networking skills - ability to interact and build relations at all levels internally and externally
Above average computer skills in Microsoft Office including Excel, Words, PowerPoint & Outlook"
Materials Controller,"Experience
Phoenix, AZ
Krajcik-Pouros
Responsible for refusing unsafe work and for carrying out all work in accordance with the established HSES Safety Standards and Work Practices
Establishes goals and measure performance of the project materials organization
Manage Inventory scrapping and rework & kitting routines
Provide material control support for the NPI assembly management structure to ensure departmental plans are met
Provide system parameters and processes continuous improvement suggestions using Volvo Production System (VPS) concepts
Execute duties as specified in the station/bill/emergency response procedures or as directed by the OIM
Actively support a working environment based on respect for health, safety and environmental issues and maintenance of a high level of asset integrity
Dallas, TX
Braun, Bailey and Harris
Providing and overseeing asset registers and equipment maintenance logs, includes interfacing with the Field Engineering Manager
Ensure good housekeeping and security of the materials
Coordinate with Site Logistics Coordinator for heavy lifts, oversized shipments, or materials and equipment requiring special handling upon arrival to the project
Construct a spreadsheet showing (SMPP) steel, Mechanicals, plate work and piping that has been delivered to site and all outstanding SMPP still to be delivered, also record any missing items
Supervise the off-loading and storage of equipment and supplies
Supervise the on-loading from storage and laydown Areas for despatch to work areas on site
Coordinate with construction contractors methods for withdrawing materials and equipment for installation and implement agreed methods
Dallas, TX
Fahey, Fritsch and Predovic
present
Responsible for the physical receipt, inspection and documentation of incoming/outgoing project materials and equipment
Responsible for completing the project specific Materials Management Procedure
Plans, organize, implements and maintains project specific Site Receiving Rules, Laydown Areas and Warehouse Space
Ensures all materials are received, inspected, stored, maintained and issued in a timely and compliant manner
Trains employees, staff and/or craft labor on proper receiving, storage and maintenance procedures
Ensures proper creation, filing, and dissemination of all Material related paperwork
Maintains the Material/Inventory Management System used by the project
Education
Bachelor’s Degree in Supply Chain
University of Kentucky
Skills
Proficient Attention to Detail
Basic Project Process Management
Proficient Computer - Database and MS Office
Basic Contract Comprehension
Strong Data Entry
Proficient Mathematics
Proficient Organizing Data
Proficient Problem Solving
Proficient Communication - Written and Oral
Basic Schedule and Planning Understanding"
Materials Manager,"SUMMARY 

Materials management expert with experience in shipping, receiving, inventory control, planning and scheduling, and material and supply procurement. Proven ability to use lean manufacturing to generate continuous improvement.  Effective team leader with a track record of effectively managing resources, increasing productivity, and ensuring on-time delivery. 

SKILLS 

Supply Chain Support 
Inventory Control 
Materials Management 
Logistics 
Customer Service 
Warehouse  Operations 
Strategic Sourcing 
Cost Reduction 
Production Control 
EDUCATION 

MBA  |  IBS, Hyderabad 2018 
BBA |  IBS, Hyderabad 2014 
EMPLOYMENT HISTORY 

Materials Manager ? Dayco, Hyderabad 2018 - Present 

Develop operational and supply chain metrics to evaluate efficiency. 
Monitor adherence to budget by monitoring productivity, overtime and group spending. 
Develop and forecast budgets for the department yearly and forecast monthly (key indicators).
Lead projects including creating new schedules for production areas, new material flow throughout the facility, and new facility layout. 
Ensure overall efficiency and metrics (safety, service, cost) for all materials operations. 
Interact with various stakeholders to ensure the organization of the materials is meeting customer expectations both internal and external. 
Integrate and develop new suppliers for insourcing and outsourcing of materials. 
Materials Manager ? SoftArk Resources, Hyderabad 2016 - 2018 

Supervised purchasing functions such as product and service research, vendor selection, price, contract negotiation and purchase order completion. 
Created scheduling parameters which reduced the total amount of changeovers. 
Redesigned plant operations systems and Improved supplier lead times. 
Directed materials management team, improved customer relations and reduced inventory while increasing turns.  Implemented a new MRP and ordering system. 
Delivered cost savings initiatives and a strong focus on inventory reduction. 
Issued requests for quotations for assigned commodities; negotiated final price and terms. 
Acted as a liaison between the project team and supplier for all purchasing activities. 
COURSES 

Certified in Production and Inventory Management (CPIM) at APICS 
Certified Manager Certification (CM) at ICPM 
LANGUAGES 

Hindi 
English 
Spanish"
Materials Manager,"Work Experience
Materials Management Specialist
06/2017 - PRESENT
Dallas, TX
Understands and uses Lawson’s MS Add-ins program to expedite updates of data files, including vendor contract / catalog / quote price updates
Drive accountability to standard metrics including quality (Parts Per Million), delivery (On Time Delivery), supplier past dues and cost initiatives
Manage supply chain management activities and lead special projects for suppliers, product development, and product/process areas as assigned. Demonstrate process and situational expertise in core commercial and supply chain management tasks
Supplier relationship and performance management (Delivery, Quality), ensuring supply continuity of HDMC OEM parts (capacity analysis & constraint management.)
Expediting and purchase order adjustments to limit stock-out situations, as well as support the inventory and production plans established by the organization
Establish and maintain viable relationship with suppliers based on mutual trust, respect, and fair treatment
Drive accountability to standard metrics including quality (PPM), delivery (OTD), and shipping (ASN). Manage tier zero suppliers as extension of H-D while holding them accountable to standard metrics. Provide inputs to tracking and forward looking budgeting process as required for areas assigned
Participate in strategy development/execution for Supply Chain Operations. Manage plant-specific supply-chain management activities and special projects for suppliers, product development, and product/process areas as assigned
Materials Management
05/2012 - 02/2017
San Francisco, CA
Execute the overall order-to-cash cycle for assigned commodity, including intercompany and dealer orders
Collaborate with internal stakeholders, including Demand / Supply Planning and Logistics to ensure agreed upon service levels are being met and issues are being resolved in a timely manner
Participate with internal stakeholders to develop solutions and implement enhancements in order to improve customer experience
Collaborate with peer(s) across other markets to share best practices and form a global community for consistency and improvement
Escalate operational and system issues that prevent order processing
Report key performance indicators (KPIs) in a manner that is consistent across the company
Be operationally engaged to ensure business operational silence upon go-live for new projects / initiatives
Intern, Materials Management
12/2008 - 12/2011
Boston, MA
Recruits, selects, trains, and supervises departmental staff. Ensures that team members have the necessary knowledge and training to effectively participate in daily tasks and activities
Monitors and evaluates performance, making recommendations for personnel actions and motivation of employees to achieve superior performance
Actively participates in setting, monitoring and achieving goals for the department
Oversees time and attendance coordination for assigned staff, including monitoring overtime and productivity
Leads team building activities to facilitate collaboration, communication resulting in a cohesive and highly productive team
Coaches, guides, and assists in the development of team leadership
Approves and manages operational and capital budget for assigned cost centers. Ensures appropriate provision and utilization of departmental resources
Monitors monthly expenditures in relation to budget and makes the appropriate operational adjustments, as needed
Education
University of Phoenix - St. George Learning Center
2004 - 2008
Bachelor's Degree in Business
Professional Skills
Excellent communication, interpersonal skills and computer skills
Good written and verbal communication skills, including email / document writing skills
Strong prioritization, planning, reporting and organizational skills
Exhibits strong management and organizational skills, including ability to prioritize
Who can effectively communicate with strong interpersonal skills; understands how to develop and maintain external supplier and internal customer relationships
Excellent planning, organizing and executing skills
Demonstrated leadership qualities, human relations skills, problem solving and decision making ability"
Mathematician,"Objective

Detail-oriented, accurate and analytical mathematician with strong grasp in computational techniques, algorithms and mathematical theory. Armed with these skills, my aim is to contribute to the resolution of the economic, engineering and business problems of the company.

Personal Information

Christopher Clayton
123 Fake Street | City, State, Zip Code
000-000-0000
email@email.com

Date of Birth: May 6, 1979
Place of Birth: NY
Citizenship: American
Gender: Male

Profile Summary

• Great numerical interpretation skills
• Complex problem solving skills
• working knowledge in Algebra, Algorithms

Education

MS in Mathematics
Iowa State University, City, State

BS in Mathematics, 2007
Iowa State University, City, State

Employment History

Mathematician II, 2007 – Present
Company Name

Responsibilities:

• Defined the relationship and forms of numbers and symbols.
• Incorporated mathematical concepts and theories in solving engineering problems.
• Participated in collaborative research to expand mathematical knowledge.
• Tailored the company’s objective with the existing math principles.
• Developed new principles in the application of probability and logic.

Mathematician I, 2006 – 2007
Company Name

Responsibilities:

• Applied numerical data analysis in the everyday operations of the company.
• Studied the encrypted codes submitted by the various agencies.
• Categorized received information and detected changes in the patterns.
• Identified complex problems and proposed solutions using numerical principles.
• Explained to the top management the implications of new systems to the future problems that may be encountered by the company.
• Applied general mathematical rules specific and minor problems.

Research

The Difference: Theoretical mathematics and applied mathematics

Training

Training in Complex Mathematical Concepts and Equations

Award

Best Research

Professional Membership

Mathematical Association of America

Skills

Arithmetic, algebra, geometry, calculus, statistics
Critical thinker
Expert in using computer and other software applications
Great mathematical reasoning"
Mathematician,"Profile
Highly skilled Mathematician seeking a challenging role where I can apply my expertise and contribute to solving complex problems. With a strong educational background and experience in mathematics. Committed to delivering exceptional results, I am determined to secure a position as a Mathematician where I can utilize my skills to make a significant impact.

Education
09/2013 - 06/2015, Master of Science in Applied Mathematics, Mathematician, University of Oxford, Oxford, United Kingdom
GPA 4.0 (Top 1% of the Program)
The 2014 Academic Excellence Award winner
Activities: TEDx Club, Economics Society,
09/2010 - 06/2013, Bachelor in Bachelor of Science in Mathematics, Mathematician, University of Oxford, Oxford, United Kingdom
GPA 3.8 (top 10% of the program)
Work Experience
03/2021 - present, Mathematician, University of Warwick, Coventry, United Kingdom
Conducted extensive research and analysis of complex mathematical problems, utilizing advanced statistical models and computational algorithms to develop innovative solutions.
Collaborated with interdisciplinary teams to design and implement mathematical models and simulations, contributing to the development of cutting-edge technologies and applications.
Presented research findings and mathematical concepts to diverse audiences, effectively communicating complex ideas in a clear and concise manner.
Published research papers in reputable peer-reviewed journals, showcasing expertise in mathematical theory and applications, and contributing to the advancement of the field.
07/2015 - 02/2021, Mathematician, Imperial College London, London, United Kingdom
Developed and implemented complex mathematical models to analyze and solve real-world problems, resulting in insightful findings that guided strategic decision-making processes.
Conducted extensive research and data analysis, utilizing advanced statistical techniques and algorithms to identify patterns and trends, ultimately contributing to the development of innovative mathematical theories.
Collaborated with interdisciplinary teams to design and optimize algorithms and computational methods, facilitating the efficient and accurate execution of complex mathematical calculations.
Skills
Languages
English
Spanish
German
Computer Skills
MATLAB
Maple
Python
Plotly"
Maths Teacher,"Math Teacher
Results-oriented Math Teacher with a proven track record of implementing differentiated instruction and data-driven strategies to drive student achievement. Skilled in collaborating with colleagues to design and implement effective curriculum aligned with state standards, resulting in improved student performance on standardized assessments. Utilizes technology tools and resources to enhance student engagement and retention of math concepts, leading to increased participation and test scores.
WORK EXPERIENCE
Math Teacher
02/2023 – Present
Timberline Solutions
Spearheaded the implementation of an AI-powered adaptive learning platform, resulting in a 25% improvement in student math proficiency scores across all grade levels within one academic year.
Developed and led a STEM integration initiative, collaborating with science and technology departments to create cross-curricular projects, increasing student engagement by 40% and improving standardized test scores by 15%.
Mentored a team of 10 math teachers in adopting augmented reality (AR) tools for geometry instruction, leading to a 30% increase in spatial reasoning skills among students and a 20% rise in AP Calculus enrollment.
Math Instructional Specialist
10/2020 – 01/2023
AquaMarine
Designed and implemented a data-driven intervention program using predictive analytics, identifying at-risk students with 90% accuracy and improving their math performance by an average of 2 grade levels.
Created a virtual math lab utilizing VR technology, allowing students to visualize complex mathematical concepts, resulting in a 35% increase in comprehension of abstract topics like multivariable calculus.
Initiated a peer tutoring program leveraging blockchain-based microcredentials, incentivizing student participation and leading to a 50% reduction in after-school math support needs.
Mathematics Educator
09/2018 – 09/2020
AquaMarine Solutions
Pioneered the use of gamification in algebra instruction, developing a series of interactive digital challenges that increased homework completion rates by 60% and improved test scores by 18%.
Collaborated with the computer science department to introduce coding elements into math curriculum, resulting in a 40% increase in student interest in STEM careers and a 25% rise in math club participation.
Implemented a flipped classroom model using personalized video lessons and AI-assisted practice sessions, reducing in-class lecture time by 30% and increasing time for hands-on problem-solving activities by 45%.
SKILLS & COMPETENCIES
Proficiency in differentiated instruction
Curriculum development and implementation
Utilization of technology in teaching
Data-driven instruction strategies
Development and facilitation of intervention programs
Collaboration with parents and guardians for individualized learning plans
Design and implementation of project-based learning activities
Delivery of professional development workshops
Use of formative and summative assessments
Ability to analyze student performance data
Tailoring instruction to meet student needs
Ability to develop and implement school-wide math curriculum
Proficiency in creating engaging learning activities
Ability to work with diverse learners
Strong communication and collaboration skills
Ability to motivate and engage students
Strong problem-solving abilities
Knowledge of state and national math standards
Ability to adjust instructional strategies based on student progress
Competence in teaching math concepts and skills.
COURSES / CERTIFICATIONS
National Board Certification in Mathematics/Adolescence and Young Adulthood
10/2023
National Board for Professional Teaching Standards
Praxis Mathematics Content Knowledge Certification
10/2022
Educational Testing Service (ETS)
Certified Mathematics Teacher (CMT) by the American Board for Certification of Teacher Excellence (ABCTE)
10/2021
American Board for Certification of Teacher Excellence (ABCTE)
Education
Bachelor of Science in Mathematics Education
2016 - 2020
Bowling Green State University
Bowling Green, OH
Mathematics Education
Physics"
Maths Teacher,"Summary
Dedicated and passionate Middle School Math Teacher with 10 of experience fostering a positive and engaging learning environment. Committed to instilling a love for mathematics in students through innovative teaching methods and personalized instruction.

Education
Master of Education in Educational Sciences

Northwestern University, Evanston, IL

Graduation Date: June 2016

Bachelor of Science in Mathematics

Illinois State University, Normal, IL

Graduation Date: June 2014

Teaching Certification
Illinois State Teaching Certification in Mathematics (2014)

Professional Experience
Middle School Math Teacher

Cedarwood Middle School

August 2016 - Present

Develop and implement dynamic lesson plans to engage students in mathematical concepts, ensuring a well-rounded understanding of the curriculum.
Utilize various teaching methods, including hands-on activities, group projects, and technology integration, to accommodate diverse learning styles.
Conduct regular assessments to evaluate student progress and adjust instructional strategies accordingly.
Organize and supervise extracurricular math clubs, fostering a sense of community and enthusiasm for mathematics.
Mathematics Tutor

Academic Advantage Hub

July 2014 - May 2016

Provided individualized tutoring sessions to middle school students, addressing specific learning needs and reinforcing classroom instruction.
Monitored and tracked student progress, adjusting tutoring strategies as necessary.
Collaborated with teachers and parents to create personalized learning plans for students requiring additional support.
Conducted group review sessions before exams to reinforce key concepts and boost student confidence.
Skills
Subject matter expertise;
Teaching and instruction;
Classroom management;
Assessment and evaluation;
Technology integration;
Individualized instruction."
Matron,"Profile
Dedicated and highly organized Matron with over 12 years of experience in clinical nursing and hospital management. Skilled in coordinating patient care, leading healthcare teams, and ensuring compliance with quality standards. Known for fostering positive healthcare environments, empowering staff, and improving patient outcomes. Passionate about patient advocacy, team collaboration, and delivering high-quality care.

Key Skills
Patient Care Management: Comprehensive oversight of patient admissions, discharges, and recovery plans.
Team Leadership: Experienced in mentoring, scheduling, and performance evaluations for a multidisciplinary team.
Healthcare Compliance: Strong knowledge of healthcare policies, safety protocols, and infection control.
Quality Assurance: Proven ability to implement and monitor quality improvement initiatives.
Crisis Management: Skilled in handling emergencies and ensuring smooth, efficient responses to critical incidents.
Professional Experience
Matron
St. John’s Medical Center – Portland, OR
January 2018 – Present

Oversee daily operations of a 120-bed unit, ensuring seamless patient care, adherence to clinical protocols, and regulatory compliance.
Manage and mentor a team of 30+ nursing and auxiliary staff, creating a supportive environment focused on professional development and high-quality care.
Conduct regular quality assurance audits, leading to a 15% improvement in patient satisfaction scores through targeted enhancements.
Implemented new patient-centered care protocols that reduced readmission rates by 20%.
Senior Nurse Manager
Mercy General Hospital – Portland, OR
May 2013 – December 2017

Directed nursing operations in the surgical ward, supervising 20 nurses and coordinating with surgeons and other medical staff for optimal patient outcomes.
Trained nursing staff on the latest infection control standards, achieving compliance with state and federal regulations and contributing to zero infection incidents.
Played a key role in crisis management during emergency cases, leading to timely and effective patient responses.
Registered Nurse
Portland General Hospital – Portland, OR
June 2008 – April 2013

Provided direct patient care in the ICU, attending to critical cases and ensuring constant monitoring and prompt interventions.
Communicated effectively with patients’ families, educating them on post-operative care and providing emotional support.
Education
Master of Science in Nursing (MSN)
University of Portland – Portland, OR
Graduated: 2013

Bachelor of Science in Nursing (BSN)
Oregon Health & Science University – Portland, OR
Graduated: 2008

Certifications
Registered Nurse License (RN) – Oregon Board of Nursing
Basic Life Support (BLS) – American Heart Association
Advanced Cardiovascular Life Support (ACLS) – American Heart Association
Professional Development
Healthcare Leadership Program – American Association of Nurse Leaders, 2020
Quality & Safety in Patient Care – Institute for Healthcare Improvement, 2019
Key Achievements
Patient Satisfaction: Achieved a consistent 95% patient satisfaction rate by implementing feedback-based care improvements.
Operational Efficiency: Reduced patient wait times by 30% by optimizing nursing schedules and patient flow procedures.
Award: Recipient of the “Nurse Leader of the Year” award at St. John’s Medical Center in 2021 for outstanding leadership and contributions to nursing excellence.
Languages
English: Native
Spanish: Conversational"
Matron,"Objective
Compassionate and results-oriented healthcare professional with 15+ years of nursing and management experience, seeking a Matron role to lead and empower healthcare teams. Skilled in optimizing patient care, ensuring regulatory compliance, and fostering a supportive work environment that enhances both patient and staff satisfaction.

Key Skills
Leadership & Staff Development: Skilled in managing and training multidisciplinary teams, conducting performance reviews, and developing staff capabilities.
Patient-Centered Care: Dedicated to high standards of patient care, ensuring comfort, safety, and excellent service.
Quality & Compliance: In-depth knowledge of healthcare regulations, infection control protocols, and patient safety standards.
Resource Management: Efficient in budget allocation, resource planning, and optimizing staffing for streamlined operations.
Crisis Response & Decision-Making: Strong ability to respond to emergencies, providing quick, accurate guidance and support.
Professional Experience
Matron / Head of Nursing Services
Denver Regional Health Center – Denver, CO
April 2018 – Present

Lead a team of 40+ nursing staff in a 150-bed healthcare facility, overseeing daily operations, staffing, and patient care protocols.
Increased patient satisfaction scores by 20% through improved communication initiatives, training, and personalized care plans.
Implemented a mentorship program for new nurses, resulting in a 30% reduction in turnover and strengthened team cohesion.
Conduct weekly audits to maintain compliance with regulatory and safety standards, achieving zero deficiencies in recent inspections.
Nursing Supervisor
St. Anne’s General Hospital – Denver, CO
August 2012 – March 2018

Supervised nursing staff across multiple units, ensuring proper patient care and adherence to hospital policies and procedures.
Spearheaded infection control measures that reduced the incidence of hospital-acquired infections by 15%.
Collaborated with department heads to create efficient patient flow strategies, resulting in a 25% reduction in wait times.
Organized ongoing training programs to keep staff updated on best practices and regulatory changes.
Registered Nurse
Good Hope Medical Center – Denver, CO
June 2007 – July 2012

Provided direct patient care in critical and post-operative units, developing strong communication and patient support skills.
Assisted in implementing patient education programs, leading to improved patient understanding of discharge instructions and recovery steps.
Education
Bachelor of Science in Nursing (BSN)
University of Colorado School of Nursing – Denver, CO
Graduated: 2007

Certifications
Registered Nurse License (RN) – Colorado Board of Nursing
Basic Life Support (BLS) – American Red Cross
Certified in Nursing Leadership and Management – National Healthcare Association, 2020
Key Accomplishments
Safety Improvement: Initiated safety protocols that led to a 98% compliance rate in hygiene and infection prevention practices.
Employee Engagement: Developed and led staff wellness programs, increasing employee engagement scores by 15%.
Cost Reduction: Identified cost-saving opportunities in supply usage, reducing overall unit expenses by 10% without compromising care quality.
Languages
English: Native
French: Conversational"
Patrolman,"PROFESSIONAL SUMMARY:

Dedicated and Veteran Law Enforcement professional with over fifteen years in law enforcement with extensive experience in providing community safety, enforcing the laws, maintaining the peace, decreasing crime rates, assisting citizens, investigating accidents and conducting routine patrols. Demonstrated proficiency in emergency procedures related to control, containment and confinement; principles of law enforcement administration; investigative procedures and practices; legal liabilities associated with arrest and law enforcement; court room procedures and laws of evidence. Possess exceptional knowledge of applicable Federal, State, County, and City laws and ordinances and departmental rules and regulations. Ability to analyze situations and adopt quick, effective, and reasonable courses of action with due regard to surrounding hazards and circumstances. Able to deal effectively with people having diverse social and economic backgrounds. Disciplined leader with the proven ability to remain calm and deliver results in high-pressure situations.

WORK EXPERIENCE:

POLICE OFFICER
City of Orange County
Orange, CA 05/2012 – Present
Conducted preliminary investigation of events, related to homicide, rape, robbery, fatal traffic accident, and death/bodies found.
Evacuated areas endangered by explosive or toxic gases, liquids, or other spilled materials as well as buildings, vehicles and surrounding areas in response to bomb threats.
Interrogated suspects, interview complainants, witnesses, etc., summarize in writing the statements of witnesses and complainants, and participated in raids and searches.
Investigated Municipal Ordinance violations, issued Municipal Citations, participated in prosecutions of City cases, and educated citizens to control ordinance violations.
Prepared reports, citations and summons necessary to charge individuals with violations of ordinances, statutes, and laws including petty, misdemeanor, and felonious offenses.
Monitored and investigated suspicious persons and situations and unusual activities; instructed suspects on field sobriety tests and used portable equipment to perform tests.
Minimized the number of lost and delinquent reports by developing and implementing a more effective administrative system.
POLICE PATROL OFFICER
Los Angeles Police Department
Los Angeles, CA 06/2009 – 05/2012
Patrolled assigned district(s) within the corporate limits to deter illegal activities; protected and preserved the safety and security of individuals, buildings, neighborhoods, and district(s).
Appeared in municipal, county and district courts to offer credible testimony relative to the investigation and charging of individuals with criminal and non-criminal offenses.
Prepared a variety of routine and non-routine reports and records necessary information for the reporting of daily activities, reporting of specific criminal and non-criminal incidents.
Secured and protected crime scenes by establishing boundaries, detaining victims, suspects and witnesses, locating and identifying evidence and briefing investigators upon their arrival.
Gathered preliminary investigation information as a first responder to crime scenes; participated in multi-jurisdictional intelligence gathering andsuppression operations.
Coordinated with outside law enforcement jurisdictions and agencies necessary for the continuing investigation of cases, suspects, and/or to gather criminal intelligence data.
Communicated with court officials, social workers, and agencies etc., in the filing of charges, the deferral of sentencing, the placement of juveniles in alternatives, the Children’s Code.
LATERAL POLICE OFFICER
Carlsbad Police Department
Carlsbad, CA 03/2006 – 05/2009
Maintained security, and law and order of residential and business establishments in the assigned area through vigilant surveillance.
Conducted investigations regarding reported criminal activities and booked suspected criminals.
Detected crime spots and carried out investigation to collect information regarding crimes; utilized modern methods and techniques to collect crime evidences.
Interviewed persons with complaints and inquiries and attempts to make the proper disposition or direct them to proper authorities.
Participated in investigating criminal law violations occurring within the City limits, obtaining evidence and compiling information regarding these crimes.
Responded to emergency radio calls and investigated accidents, robberies, civil disturbances, domestic disputesand other misdemeanors and felonies.
PUBLIC SAFETY OFFICER
Martin Luther King Jr. Community Hospital
Los Angeles, CA 09/2004 – 02/2006
Patrolled campus premises to prevent entry of unauthorized persons for security purposes, regulate traffic, control crowds, prevent crime, or arrest violators.
Responds to crimes in progress, initiating actions such as aid to victims and interrogation of suspects.
Communicated with local and county police to create security for high profile events on campus.
Oversaw surveillance cameras and radio traffic, and assisted in the detainment and arrest of several dangerous individuals.
Prepared written case reports and investigated on-campus vehicle accidents and incidents related to violation of institutional regulations.
Collaborated with police and fire departments during emergencies, and with post-event investigations.
COURT SECURITY DEPUTY SHERIFF
Los Angeles County Superior Court
Compton, CA 04/2001 – 08/2004
Monitored court entrance/exit positions and conducted screenings of incoming individuals, packages and personal items using X-ray scanners, metal detectors and visual detection.
Controlled individuals who attempt an attack or assault against the judge, court personnel, or litigants, and other parties appearing in a courtroom.
Prepared and maintained a wide variety of departmental records and reports in compliance with departmental policies and procedures.
Assisted the District Attorney’s office in preparing presentation of testimony and/or evidence; responded to subpoena by attending court trials and providing court testimony as required.
Assisted in providing prisoner transports, courtroom security, investigated and enforced child support court orders/directives.
Operated a motor vehicle for transporting prisoners to various locations and is responsible for the care, custody, and security of prisoners while being transported to various locations.
SECURITY OFFICER
Allied Barton Security Services
Carson, CA 09/1998 – 03/2001
Identified suspicious activities and guarded against illegal actions such as violence, threats, thefts, criminal behavior, and regulation breaches.
Provided a safe/secure environment for the company by enforcing security regulations and watching for unusual events in assigned areas.
Managed and performed actions required to secure an environment such as patrols, investigations, active presence and operation of security equipment.
Investigated clients’ complaints or potential criminal behavior, and investigated thefts and criminal misconduct by questioning individuals involved in specific incidents.
Coordinated with the Police and Fire Departments and responded to all emergency situations as needed or directed by policy.
EDUCATION:
Bachelor’s Degree in Law Enforcement Services
California State University, Long Beach, CA
1995 – 1998

Associate’s Degree, Law Enforcement
Willow Community College, New Parkland, CA
1993 – 1995

TRAINING & CERTIFICATION:
Police officer training course       San Diego 2000
Certified in CPR and First Aid
Texas Security Guard Training Certificate

PROFESSIONAL AFFILIATIONS:
Active Member, National Association of Police Organizations
Volunteer, Police Foundation
Past Vice President, National Association of Police Organizations

HONORS & AWARDS:
National Law Enforcement Officer of the Year 2006"
